age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
56;blue-collar;single;secondary;no;6483;yes;no;cellular;16;apr;125;2;-1;0;unknown;0
60;management;married;tertiary;no;73;no;no;telephone;8;aug;243;2;-1;0;unknown;1
47;admin.;married;unknown;no;0;yes;no;unknown;7;may;164;1;-1;0;unknown;0
54;management;married;secondary;no;4816;no;yes;cellular;9;jul;406;1;-1;0;unknown;0
31;student;single;tertiary;no;117;yes;no;telephone;18;jul;41;1;-1;0;unknown;0
52;management;single;tertiary;no;37;no;no;cellular;7;jul;1284;1;-1;0;unknown;0
24;student;single;secondary;no;431;no;no;cellular;19;aug;418;11;185;5;success;1
30;services;married;secondary;no;5;no;yes;cellular;10;jul;829;5;-1;0;unknown;1
46;blue-collar;married;primary;no;-339;yes;yes;cellular;11;may;182;2;-1;0;unknown;0
45;admin.;married;secondary;no;171;yes;no;unknown;12;may;539;1;-1;0;unknown;0
40;student;single;secondary;no;595;yes;no;cellular;3;jun;406;2;-1;0;unknown;1
32;admin.;married;secondary;no;684;yes;no;cellular;14;may;607;3;-1;0;unknown;1
26;services;married;secondary;no;4;yes;no;cellular;28;jul;201;2;-1;0;unknown;0
35;technician;married;tertiary;no;0;yes;yes;cellular;26;apr;135;3;363;2;failure;0
53;entrepreneur;married;secondary;no;230;yes;no;cellular;4;feb;56;2;250;1;other;0
49;management;married;tertiary;no;108;no;no;cellular;26;aug;210;6;-1;0;unknown;0
52;blue-collar;married;primary;no;0;no;no;cellular;11;aug;179;4;-1;0;unknown;0
41;technician;single;tertiary;no;15302;no;no;cellular;19;aug;121;4;-1;0;unknown;0
57;admin.;married;secondary;no;4168;yes;yes;unknown;16;may;47;1;-1;0;unknown;0
51;blue-collar;married;primary;no;48;no;yes;unknown;17;jun;130;1;-1;0;unknown;0
31;services;single;secondary;no;166;yes;no;cellular;11;may;227;1;-1;0;unknown;0
36;management;married;tertiary;no;11675;yes;no;cellular;20;nov;48;1;-1;0;unknown;0
35;retired;married;primary;no;329;no;yes;cellular;8;jul;520;3;-1;0;unknown;0
49;blue-collar;married;primary;no;154;yes;no;cellular;18;aug;26;15;-1;0;unknown;0
35;entrepreneur;married;tertiary;no;7962;yes;no;cellular;9;apr;275;2;140;2;failure;0
31;management;married;secondary;no;466;yes;no;cellular;14;may;164;1;-1;0;unknown;0
37;blue-collar;married;unknown;no;969;yes;no;cellular;14;may;343;2;-1;0;unknown;0
32;technician;married;tertiary;no;2976;yes;no;cellular;5;feb;783;1;175;5;failure;1
41;admin.;married;secondary;no;4320;yes;no;unknown;5;jun;245;2;-1;0;unknown;0
30;technician;single;tertiary;no;880;yes;yes;unknown;19;may;967;6;-1;0;unknown;1
36;self-employed;married;secondary;no;1245;yes;no;cellular;9;feb;8;7;248;9;success;0
33;blue-collar;married;secondary;no;315;no;no;cellular;4;feb;146;3;-1;0;unknown;1
51;technician;single;secondary;no;1153;yes;no;cellular;20;apr;76;5;-1;0;unknown;0
32;management;single;tertiary;no;0;no;no;cellular;29;aug;63;2;-1;0;unknown;0
40;blue-collar;married;primary;no;442;yes;no;cellular;1;apr;212;1;-1;0;unknown;0
43;management;single;tertiary;no;483;no;no;cellular;19;aug;950;6;-1;0;unknown;1
34;blue-collar;married;primary;no;695;yes;yes;unknown;16;may;1064;4;-1;0;unknown;1
40;housemaid;married;secondary;no;84;yes;yes;unknown;12;jun;230;7;-1;0;unknown;0
51;blue-collar;married;secondary;no;2007;yes;no;cellular;12;aug;1226;3;-1;0;unknown;1
58;housemaid;divorced;secondary;no;0;no;no;cellular;2;jul;478;2;-1;0;unknown;1
47;services;married;secondary;no;1315;no;no;cellular;20;nov;329;4;-1;0;unknown;1
52;management;married;tertiary;no;698;yes;no;cellular;11;jul;213;2;-1;0;unknown;0
53;management;married;tertiary;no;6525;yes;no;unknown;2;jun;73;3;-1;0;unknown;0
32;blue-collar;married;secondary;no;736;yes;no;unknown;23;may;700;3;-1;0;unknown;0
32;technician;married;secondary;no;0;yes;yes;cellular;10;jul;428;1;-1;0;unknown;0
49;technician;single;secondary;no;9131;yes;no;cellular;18;aug;532;1;461;5;failure;1
57;technician;divorced;primary;no;13;yes;no;cellular;8;may;323;2;368;2;failure;0
38;management;married;tertiary;no;14352;no;no;unknown;6;sep;8;1;-1;0;unknown;0
32;technician;married;secondary;no;-410;yes;yes;cellular;12;may;179;3;-1;0;unknown;0
20;student;married;unknown;no;292;no;no;cellular;4;may;45;1;-1;0;unknown;0
32;admin.;divorced;secondary;no;298;yes;no;cellular;9;feb;12;4;-1;0;unknown;0
33;management;married;tertiary;no;3915;no;no;cellular;7;aug;65;4;-1;0;unknown;0
30;student;single;unknown;no;145;no;no;cellular;5;feb;96;3;175;1;failure;0
37;entrepreneur;married;tertiary;no;264;yes;yes;unknown;16;jun;220;1;-1;0;unknown;0
34;technician;married;secondary;no;0;yes;no;cellular;25;jul;141;3;-1;0;unknown;0
32;admin.;single;secondary;no;289;no;no;unknown;15;may;255;12;-1;0;unknown;0
36;management;married;tertiary;no;82;no;no;cellular;2;feb;124;1;178;4;success;0
49;admin.;divorced;secondary;no;560;yes;no;cellular;25;jul;85;3;-1;0;unknown;0
49;technician;married;secondary;yes;410;no;no;cellular;27;aug;117;7;-1;0;unknown;0
53;admin.;divorced;secondary;no;887;yes;no;unknown;13;may;169;2;-1;0;unknown;0
53;management;divorced;tertiary;no;6649;yes;no;cellular;7;jul;83;1;-1;0;unknown;0
56;technician;divorced;secondary;no;3450;no;no;cellular;10;aug;507;1;181;2;success;1
50;blue-collar;married;secondary;no;3988;no;no;unknown;30;jun;165;4;-1;0;unknown;0
31;unemployed;single;primary;no;1;no;no;cellular;2;feb;19;6;-1;0;unknown;0
75;retired;married;primary;no;962;no;no;cellular;17;jun;344;1;-1;0;unknown;0
34;management;married;tertiary;no;158;no;no;cellular;9;sep;278;2;132;4;failure;1
56;retired;divorced;secondary;no;-82;no;yes;cellular;29;jul;234;6;-1;0;unknown;0
56;management;single;tertiary;no;545;yes;no;cellular;29;jan;86;1;-1;0;unknown;0
44;technician;single;secondary;no;59;yes;no;cellular;18;may;9;4;341;19;failure;0
38;services;married;secondary;no;434;yes;no;unknown;20;may;411;1;-1;0;unknown;0
51;technician;divorced;primary;no;300;no;yes;cellular;5;feb;8;6;-1;0;unknown;0
42;management;single;tertiary;no;1206;no;no;unknown;9;jun;136;4;-1;0;unknown;0
37;management;married;tertiary;no;784;yes;no;cellular;9;feb;41;3;-1;0;unknown;0
26;blue-collar;married;secondary;no;245;yes;no;unknown;28;may;146;2;-1;0;unknown;0
43;blue-collar;married;secondary;no;1035;no;no;cellular;28;jan;122;1;-1;0;unknown;0
31;management;single;tertiary;no;1475;yes;yes;unknown;2;jun;76;1;-1;0;unknown;0
36;technician;married;tertiary;no;341;no;no;cellular;12;feb;419;2;183;1;success;1
46;management;married;tertiary;no;2671;no;no;cellular;13;nov;180;3;91;4;success;0
27;management;single;tertiary;no;6791;no;no;cellular;24;jun;136;5;94;30;failure;0
37;management;divorced;tertiary;no;199;yes;no;unknown;18;oct;50;1;-1;0;unknown;0
36;management;married;tertiary;no;699;no;no;cellular;23;jul;125;1;-1;0;unknown;0
27;entrepreneur;married;tertiary;no;-23;no;no;cellular;10;jul;123;4;-1;0;unknown;0
41;technician;married;secondary;no;2185;yes;no;cellular;7;apr;157;4;309;4;other;0
44;management;married;tertiary;no;318;no;no;cellular;18;nov;638;2;-1;0;unknown;0
32;management;single;tertiary;no;715;no;no;cellular;11;aug;159;1;-1;0;unknown;0
24;student;single;secondary;no;1684;no;no;cellular;6;apr;112;4;-1;0;unknown;0
60;housemaid;married;unknown;no;10285;no;no;unknown;6;jun;174;2;-1;0;unknown;0
31;technician;single;secondary;no;147;yes;no;unknown;7;may;374;1;-1;0;unknown;0
57;management;divorced;tertiary;no;909;yes;no;cellular;25;jul;147;2;-1;0;unknown;0
34;blue-collar;single;secondary;no;3043;yes;yes;cellular;20;nov;670;1;-1;0;unknown;1
31;management;married;tertiary;no;430;yes;no;cellular;25;jul;137;16;-1;0;unknown;0
46;blue-collar;married;primary;no;1;yes;yes;telephone;10;jul;270;7;-1;0;unknown;0
44;management;married;tertiary;no;4119;yes;yes;telephone;21;nov;1074;1;-1;0;unknown;1
35;management;married;tertiary;no;-126;no;no;cellular;22;aug;82;2;-1;0;unknown;0
30;technician;married;secondary;no;-287;yes;no;cellular;14;jul;244;3;-1;0;unknown;0
37;technician;married;secondary;no;1142;yes;no;cellular;17;jul;309;2;-1;0;unknown;0
42;management;married;tertiary;no;72;yes;no;cellular;20;apr;124;2;348;3;failure;0
33;services;married;secondary;no;-52;yes;no;cellular;18;may;278;1;-1;0;unknown;0
50;housemaid;married;primary;no;238;no;no;cellular;27;aug;968;5;-1;0;unknown;0
41;admin.;divorced;secondary;no;261;yes;no;cellular;29;jul;797;15;-1;0;unknown;0
41;admin.;married;secondary;no;8238;yes;yes;unknown;30;may;124;4;-1;0;unknown;0
45;admin.;married;primary;no;-407;yes;yes;cellular;29;jan;503;2;224;18;other;0
30;technician;single;secondary;no;3;no;no;cellular;28;aug;21;6;-1;0;unknown;0
53;management;married;tertiary;no;1624;no;no;cellular;11;nov;166;3;97;7;success;1
29;student;single;tertiary;no;80;yes;no;cellular;15;may;15;5;361;1;failure;0
37;management;married;tertiary;no;-9;no;no;cellular;29;aug;168;2;-1;0;unknown;0
35;services;married;secondary;no;0;no;no;unknown;9;jun;115;4;-1;0;unknown;0
59;blue-collar;married;primary;no;-91;yes;no;cellular;13;may;239;1;369;5;failure;0
39;blue-collar;married;primary;no;3324;no;no;cellular;9;jul;108;1;-1;0;unknown;0
51;admin.;married;secondary;no;42;yes;no;cellular;13;may;80;2;-1;0;unknown;0
34;management;single;tertiary;no;2159;no;no;unknown;18;feb;386;1;-1;0;unknown;1
33;blue-collar;single;tertiary;no;350;yes;no;unknown;24;jun;137;5;-1;0;unknown;0
52;blue-collar;divorced;primary;no;3990;no;no;cellular;19;nov;1548;1;153;1;other;0
30;management;single;tertiary;no;1761;yes;no;cellular;15;may;229;2;294;1;other;0
42;blue-collar;married;primary;no;784;no;no;cellular;28;apr;428;3;-1;0;unknown;0
80;retired;married;secondary;no;2354;no;no;telephone;4;aug;199;2;181;3;success;0
25;student;single;unknown;no;722;no;no;telephone;21;apr;623;2;-1;0;unknown;1
41;self-employed;married;secondary;no;713;yes;no;unknown;19;may;78;1;-1;0;unknown;0
35;blue-collar;single;primary;no;-631;yes;no;cellular;28;jul;124;3;-1;0;unknown;0
52;blue-collar;married;secondary;no;8180;yes;no;cellular;13;apr;81;1;144;1;failure;0
37;blue-collar;married;secondary;no;949;yes;no;cellular;15;may;302;1;-1;0;unknown;0
54;housemaid;divorced;secondary;no;1327;no;no;unknown;5;jun;115;2;-1;0;unknown;0
36;blue-collar;single;secondary;no;767;yes;no;cellular;5;may;62;1;355;2;other;0
26;self-employed;single;secondary;no;166;yes;no;cellular;16;jul;83;2;-1;0;unknown;0
41;services;single;primary;no;5907;yes;no;cellular;7;may;198;1;167;5;failure;0
52;technician;married;secondary;no;989;no;no;cellular;11;aug;356;1;-1;0;unknown;0
44;services;married;secondary;no;382;no;no;unknown;5;jun;1167;1;-1;0;unknown;0
48;blue-collar;single;secondary;no;339;no;yes;telephone;14;jul;123;4;-1;0;unknown;0
45;blue-collar;married;unknown;no;-72;yes;no;cellular;11;may;306;1;-1;0;unknown;0
53;technician;married;secondary;no;529;yes;no;cellular;28;jan;558;1;-1;0;unknown;0
56;self-employed;divorced;primary;no;97;no;yes;telephone;17;nov;215;1;-1;0;unknown;0
48;admin.;single;secondary;no;3531;yes;no;cellular;20;apr;81;2;287;6;failure;0
26;blue-collar;single;secondary;no;5829;no;no;cellular;23;jul;41;2;-1;0;unknown;0
51;blue-collar;married;primary;no;2995;yes;no;unknown;11;jun;93;2;-1;0;unknown;0
25;blue-collar;single;secondary;no;158;yes;yes;cellular;16;jul;231;2;-1;0;unknown;0
54;technician;married;secondary;no;0;no;no;cellular;6;nov;464;5;192;8;other;1
42;blue-collar;single;primary;no;1628;yes;no;cellular;5;feb;119;1;195;8;success;0
48;unemployed;married;secondary;no;0;no;no;cellular;18;aug;195;3;-1;0;unknown;0
28;management;single;tertiary;no;390;no;no;cellular;29;sep;845;1;232;4;success;1
55;retired;married;secondary;no;1279;yes;no;cellular;13;may;446;3;357;8;other;0
32;blue-collar;married;secondary;no;1484;yes;no;unknown;30;may;363;7;-1;0;unknown;0
48;blue-collar;single;secondary;no;312;yes;yes;cellular;3;feb;369;2;-1;0;unknown;0
61;retired;married;secondary;no;1058;no;no;cellular;27;apr;159;3;-1;0;unknown;1
38;services;married;primary;no;0;yes;yes;cellular;7;may;127;1;171;2;other;0
33;technician;single;secondary;no;116;no;yes;cellular;4;aug;307;1;-1;0;unknown;0
61;management;married;tertiary;no;3371;no;no;cellular;28;sep;299;2;-1;0;unknown;1
36;management;married;tertiary;no;618;no;no;cellular;3;feb;280;2;-1;0;unknown;0
27;management;married;tertiary;no;1918;no;no;cellular;9;feb;61;1;-1;0;unknown;0
46;management;married;tertiary;no;4301;yes;yes;cellular;18;nov;50;1;183;2;failure;0
34;technician;married;unknown;no;4053;yes;no;unknown;23;may;123;2;-1;0;unknown;0
61;retired;married;secondary;no;569;no;no;cellular;4;aug;219;1;-1;0;unknown;1
49;admin.;married;secondary;no;2062;no;no;unknown;30;jun;132;4;-1;0;unknown;0
30;admin.;divorced;secondary;no;1320;yes;yes;cellular;5;may;122;3;362;1;failure;0
30;management;single;tertiary;no;1268;no;no;cellular;16;jul;73;4;-1;0;unknown;0
51;retired;married;secondary;no;509;yes;no;cellular;15;jul;121;4;-1;0;unknown;0
73;retired;married;secondary;no;2850;no;no;cellular;17;may;157;2;28;5;failure;0
40;technician;married;secondary;no;192;no;no;cellular;7;aug;266;2;-1;0;unknown;0
32;management;married;tertiary;no;-55;yes;no;cellular;26;aug;107;4;-1;0;unknown;0
48;blue-collar;married;primary;no;680;yes;no;unknown;15;may;387;4;-1;0;unknown;0
33;management;single;tertiary;no;1410;yes;no;cellular;5;feb;8;1;254;5;failure;0
50;housemaid;divorced;secondary;no;0;no;no;telephone;13;aug;43;1;105;2;failure;0
54;housemaid;married;secondary;no;922;no;no;telephone;28;jan;123;2;-1;0;unknown;0
33;admin.;married;secondary;no;1114;yes;no;cellular;14;jul;250;3;-1;0;unknown;0
37;management;single;secondary;no;655;no;yes;cellular;4;feb;258;6;-1;0;unknown;0
49;self-employed;married;secondary;no;1;yes;no;unknown;6;may;260;3;-1;0;unknown;0
32;housemaid;married;tertiary;no;10;yes;no;unknown;2;jun;658;2;-1;0;unknown;0
27;admin.;single;secondary;no;827;yes;no;cellular;4;jun;73;1;107;1;failure;0
27;blue-collar;single;secondary;no;535;no;no;cellular;16;nov;183;1;94;1;success;1
45;blue-collar;married;primary;no;487;yes;no;cellular;19;aug;110;4;-1;0;unknown;0
47;technician;divorced;secondary;no;2836;no;yes;cellular;14;aug;10;2;-1;0;unknown;0
64;management;married;tertiary;no;679;no;no;telephone;22;apr;135;3;-1;0;unknown;0
45;blue-collar;single;secondary;no;0;yes;no;cellular;16;oct;283;1;165;3;failure;0
33;blue-collar;divorced;secondary;no;865;yes;no;cellular;18;may;158;2;-1;0;unknown;0
33;blue-collar;married;secondary;no;3514;yes;no;cellular;20;nov;214;2;184;2;failure;0
49;blue-collar;divorced;primary;no;380;yes;no;unknown;14;may;349;2;-1;0;unknown;0
53;blue-collar;married;secondary;no;248;yes;no;telephone;11;may;193;2;-1;0;unknown;0
47;services;single;secondary;no;591;no;no;cellular;29;jul;397;1;-1;0;unknown;0
36;services;married;secondary;no;380;yes;no;unknown;20;may;26;1;-1;0;unknown;0
38;technician;married;secondary;no;175;yes;no;unknown;30;may;264;1;-1;0;unknown;0
59;blue-collar;married;secondary;no;410;yes;no;cellular;2;feb;136;1;-1;0;unknown;0
33;management;single;tertiary;no;3770;no;no;cellular;28;jan;757;2;-1;0;unknown;0
46;admin.;divorced;secondary;no;1342;yes;no;cellular;4;feb;135;1;-1;0;unknown;0
54;blue-collar;single;primary;no;-119;yes;no;cellular;13;may;261;1;-1;0;unknown;0
51;services;married;secondary;no;53;yes;no;unknown;26;may;140;2;-1;0;unknown;0
52;management;married;tertiary;no;732;no;no;telephone;4;feb;48;1;-1;0;unknown;0
43;management;divorced;tertiary;no;3327;no;no;telephone;28;aug;146;19;-1;0;unknown;0
55;technician;married;secondary;no;77;yes;no;unknown;23;jun;364;2;-1;0;unknown;0
45;blue-collar;married;primary;no;85;yes;no;unknown;8;may;162;1;-1;0;unknown;0
38;admin.;married;secondary;no;384;no;no;cellular;3;feb;387;1;-1;0;unknown;0
27;admin.;single;tertiary;no;689;no;no;cellular;26;jan;98;1;307;1;failure;0
64;retired;married;secondary;no;571;yes;no;cellular;20;apr;1422;2;-1;0;unknown;1
33;blue-collar;single;secondary;no;-14;yes;no;cellular;14;may;223;2;-1;0;unknown;0
37;services;single;secondary;no;1050;yes;no;cellular;3;feb;586;3;-1;0;unknown;0
38;entrepreneur;divorced;tertiary;no;504;yes;no;unknown;26;may;68;3;-1;0;unknown;0
54;management;married;tertiary;no;3;no;yes;cellular;8;jul;443;1;-1;0;unknown;0
26;blue-collar;married;secondary;no;246;yes;no;unknown;16;may;1143;3;-1;0;unknown;1
31;technician;single;tertiary;no;-241;yes;no;cellular;18;may;333;2;355;1;failure;0
51;admin.;divorced;secondary;no;74;yes;no;cellular;8;may;74;2;287;2;failure;0
27;admin.;single;secondary;no;464;no;no;cellular;10;mar;103;1;-1;0;unknown;0
57;unemployed;divorced;secondary;no;79;yes;no;unknown;1;mar;60;1;592;2;failure;0
35;services;married;secondary;no;17;yes;no;cellular;4;may;110;4;-1;0;unknown;0
52;management;married;tertiary;no;7192;no;no;cellular;4;aug;1486;1;-1;0;unknown;1
39;management;married;secondary;no;11835;yes;no;cellular;11;aug;744;2;-1;0;unknown;1
29;student;married;tertiary;no;149;yes;no;unknown;26;may;367;4;-1;0;unknown;0
61;retired;married;secondary;no;77;no;no;cellular;6;aug;455;4;-1;0;unknown;1
28;entrepreneur;married;secondary;no;422;yes;no;unknown;19;may;394;2;-1;0;unknown;0
